title,url,title_clean
Fostex T60RP,https://www.head-fi.org/threads/fostex-t60rp.857690/,fostex trp
The Beyerdynamic DT880 Discussion thread,https://www.head-fi.org/threads/the-beyerdynamic-dt880-discussion-thread.429371/,beyerdynamic dt discussion thread
Sennheiser HD820,https://www.head-fi.org/threads/sennheiser-hd820.846244/,sennheiser hd
HarmonicDyne X Zreviews Eris Discussion,https://www.head-fi.org/threads/harmonicdyne-x-zreviews-eris-discussion.975117/,harmonicdyne x zreviews eris discussion
Snorry Planar Magnetic Headphones,https://www.head-fi.org/threads/snorry-planar-magnetic-headphones.957434/,snorry planar magnetic headphones
ZMF owners who are vinyl enthusiasts.,https://www.head-fi.org/threads/zmf-owners-who-are-vinyl-enthusiasts.976702/,zmf owners vinyl enthusiasts
Creative Aurvana Live! 2 Review and Mods,https://www.head-fi.org/threads/creative-aurvana-live-2-review-and-mods.694472/,creative aurvana live  review mods
Fostex T60RPMK2,https://www.head-fi.org/threads/fostex-t60rpmk2.976701/,fostex trpmk
Don't sleep on Sennheiser HD490 PRO,https://www.head-fi.org/threads/dont-sleep-on-sennheiser-hd490-pro.976698/,dont sleep sennheiser hd pro
T+A Solitaire P-SE : mini review,https://www.head-fi.org/threads/t-a-solitaire-p-se-mini-review.962137/,ta solitaire pse mini review
Austrian Audio Hi-X60 closed back studio headphone,https://www.head-fi.org/threads/austrian-audio-hi-x60-closed-back-studio-headphone.960947/,austrian audio hix closed back studio headphone
Altiat CAL.1H — Official Discussion & Impressions Thread,https://www.head-fi.org/threads/altiat-cal-1h-%E2%80%94-official-discussion-impressions-thread.961844/,altiat calh official discussion impressions thread
Show us your vintage headphones!,https://www.head-fi.org/threads/show-us-your-vintage-headphones.420490/,show us vintage headphones
Ultrasone Edition 11 LTD - mini review,https://www.head-fi.org/threads/ultrasone-edition-11-ltd-mini-review.957171/,ultrasone edition  ltd mini review
Sennheiser hd6xx or fiio ft1 pro,https://www.head-fi.org/threads/sennheiser-hd6xx-or-fiio-ft1-pro.976657/,sennheiser hdxx fiio ft pro
"FIIO’s innovative sub brand, SNOWSKY On-Ear Headphones WIND come out!",https://www.head-fi.org/threads/fiio%E2%80%99s-innovative-sub-brand-snowsky-on-ear-headphones-wind-come-out.975160/,fiios innovative sub brand snowsky onear headphones wind come
The Battle Of The Flagships 2022 by Ear Fidelity,https://www.head-fi.org/threads/the-battle-of-the-flagships-2022-by-ear-fidelity.962800/,battle flagships  ear fidelity
FIIO/SNOWSKY On-Ear Bluetooth ANC Headphones Anytime,https://www.head-fi.org/threads/fiio-snowsky-on-ear-bluetooth-anc-headphones-anytime.976590/,fiiosnowsky onear bluetooth anc headphones anytime
Sony WH-1000XM5 Wireless Noise Cancelling,https://www.head-fi.org/threads/sony-wh-1000xm5-wireless-noise-cancelling.963073/,sony whxm wireless noise cancelling
VZR Model One,https://www.head-fi.org/threads/vzr-model-one.961125/,vzr model one
New headphones advice,https://www.head-fi.org/threads/new-headphones-advice.976655/,new headphones advice
Fiio FT1 Pro,https://www.head-fi.org/threads/fiio-ft1-pro.975086/,fiio ft pro
Wow! Sennheiser HD 540 Reference are so good.,https://www.head-fi.org/threads/wow-sennheiser-hd-540-reference-are-so-good.670255/,wow sennheiser hd  reference good
Rank the headphones you own BASED ON COMFORT,https://www.head-fi.org/threads/rank-the-headphones-you-own-based-on-comfort.971448/,rank headphones based comfort
Beyerdynamic T5 (3rd Generation),https://www.head-fi.org/threads/beyerdynamic-t5-3rd-generation.940660/,beyerdynamic t rd generation
A new hifiman,https://www.head-fi.org/threads/a-new-hifiman.976647/,new hifiman
The Sennheiser HD580 Impressions Thread,https://www.head-fi.org/threads/the-sennheiser-hd580-impressions-thread.130309/,sennheiser hd impressions thread
Focal Bathys - Wireless ANC Over-Ear Headphone,https://www.head-fi.org/threads/focal-bathys-wireless-anc-over-ear-headphone.965131/,focal bathys wireless anc overear headphone
What's the most overrated can?,https://www.head-fi.org/threads/whats-the-most-overrated-can.935231/,whats overrated
audio technica a900x vs ad900x??,https://www.head-fi.org/threads/audio-technica-a900x-vs-ad900x.653055/,audio technica ax vs adx
Sony MDR-M1ST - Sony's 2019 Studio Monitor Headphone,https://www.head-fi.org/threads/sony-mdr-m1st-sonys-2019-studio-monitor-headphone.909785/,sony mdrmst sonys  studio monitor headphone
The ZMF Weight Project,https://www.head-fi.org/threads/the-zmf-weight-project.958605/,zmf weight project
PX-200 durable?,https://www.head-fi.org/threads/px-200-durable.72222/,px durable
Best Headphones for Ambient/Space Ambient/Downtempo Electronica $1500-2k,https://www.head-fi.org/threads/best-headphones-for-ambient-space-ambient-downtempo-electronica-1500-2k.962904/,best headphones ambientspace ambientdowntempo electronica k
Final Audio D7000,https://www.head-fi.org/threads/final-audio-d7000.970197/,final audio d
Audeze LCD-3 EQ,https://www.head-fi.org/threads/audeze-lcd-3-eq.976588/,audeze lcd eq
Best Movies for Headphones?,https://www.head-fi.org/threads/best-movies-for-headphones.840621/,best movies headphones
K701 thread,https://www.head-fi.org/threads/k701-thread.321237/,k thread
Monolith M1070 Over Ear Open Back Planar Headphones,https://www.head-fi.org/threads/monolith-m1070-over-ear-open-back-planar-headphones.915052/,monolith m ear open back planar headphones
Bass Head - High-end,https://www.head-fi.org/threads/bass-head-high-end.974210/,bass head highend
"ATTICUS and EIKON, the new dynamic driver headphones from ZMF",https://www.head-fi.org/threads/atticus-and-eikon-the-new-dynamic-driver-headphones-from-zmf.821782/,atticus eikon new dynamic driver headphones zmf
Austrian Audio,https://www.head-fi.org/threads/austrian-audio.862811/,austrian audio
AudioQuest NightHawk Impressions and Discussion Thread,https://www.head-fi.org/threads/audioquest-nighthawk-impressions-and-discussion-thread.749762/,audioquest nighthawk impressions discussion thread
Monolith M1570C (and M1070C) - Closed Back Planar Headphones,https://www.head-fi.org/threads/monolith-m1570c-and-m1070c-closed-back-planar-headphones.960319/,monolith mc mc closed back planar headphones
Fiio FT5,https://www.head-fi.org/threads/fiio-ft5.969893/,fiio ft
Hifiman Ananda Stealth Magnet Version,https://www.head-fi.org/threads/hifiman-ananda-stealth-magnet-version.961434/,hifiman ananda stealth magnet version
Verum One MKII 5 month review and journey,https://www.head-fi.org/threads/verum-one-mkii-5-month-review-and-journey.959161/,verum one mkii  month review journey
Focal Elegia - what do you think?,https://www.head-fi.org/threads/focal-elegia-what-do-you-think.890031/,focal elegia think
Combination planar + dynamic driver headphones?,https://www.head-fi.org/threads/combination-planar-dynamic-driver-headphones.976553/,combination planar dynamic driver headphones
SIMGOT AUDIO Full-size Headphones and new EP5,https://www.head-fi.org/threads/simgot-audio-full-size-headphones-and-new-ep5.976349/,simgot audio fullsize headphones new ep
MEZE Audio - 105 AER.... mini-review.,https://www.head-fi.org/threads/meze-audio-105-aer-mini-review.975254/,meze audio  aer minireview
Audeze LCD-2 Impressions Thread,https://www.head-fi.org/threads/audeze-lcd-2-impressions-thread.509710/,audeze lcd impressions thread
Fostex TH900 MkII,https://www.head-fi.org/threads/fostex-th900-mkii.792012/,fostex th mkii
The (Fake) Club of Low-Volume Listeners: Join Us If You Can Hear Us :),https://www.head-fi.org/threads/the-fake-club-of-low-volume-listeners-join-us-if-you-can-hear-us.976173/,fake club lowvolume listeners join us hear us
Impressions | aune AR5000 Full-Size Open Headphones with MLD Driver,https://www.head-fi.org/threads/impressions-aune-ar5000-full-size-open-headphones-with-mld-driver.971107/,impressions aune ar fullsize open headphones mld driver
Repairing a Stax SR-40,https://www.head-fi.org/threads/repairing-a-stax-sr-40.250525/,repairing stax sr
Fostex TH1100RP open and TH1000RP closed premium planar headphones,https://www.head-fi.org/threads/fostex-th1100rp-open-and-th1000rp-closed-premium-planar-headphones.973501/,fostex thrp open thrp closed premium planar headphones
Hifiman Edition XS Launched,https://www.head-fi.org/threads/hifiman-edition-xs-launched.960155/,hifiman edition xs launched
Beyerdynamic DT770 Pro 80-Ohm Thread,https://www.head-fi.org/threads/beyerdynamic-dt770-pro-80-ohm-thread.548535/,beyerdynamic dt pro ohm thread
"Comparing Closed-back Headphones from Dan Clark Audio: E3, NOIRE X and AEON 2 Noire",https://www.head-fi.org/threads/comparing-closed-back-headphones-from-dan-clark-audio-e3-noire-x-and-aeon-2-noire.976399/,comparing closedback headphones dan clark audio e noire x aeon  noire
New Beyerdynamic Pro X line: DT 700 Pro X and DT 900 Pro X,https://www.head-fi.org/threads/new-beyerdynamic-pro-x-line-dt-700-pro-x-and-dt-900-pro-x.959905/,new beyerdynamic pro x line dt  pro x dt  pro x
FOSTEX T50RPmk4 RP,https://www.head-fi.org/threads/fostex-t50rpmk4-rp.972600/,fostex trpmk rp
Hifiman HE1000 unveiled,https://www.head-fi.org/threads/hifiman-he1000-unveiled.974283/,hifiman he unveiled
Philips Fidelio X2?!,https://www.head-fi.org/threads/philips-fidelio-x2.723025/,philips fidelio x
The Lithium Alkali Thread,https://www.head-fi.org/threads/the-lithium-alkali-thread.968945/,lithium alkali thread
Beyerdynamic DT 700 Pro X vs. DT 1770 Pro,https://www.head-fi.org/threads/beyerdynamic-dt-700-pro-x-vs-dt-1770-pro.964395/,beyerdynamic dt  pro x vs dt  pro
"Go to over-the-ear for emotionally charged orchestral (Beethoven, Dvorak, Miyazaki, Jon Williams, Hans Zimmer)?",https://www.head-fi.org/threads/go-to-over-the-ear-for-emotionally-charged-orchestral-beethoven-dvorak-miyazaki-jon-williams-hans-zimmer.976494/,go overtheear emotionally charged orchestral beethoven dvorak miyazaki jon williams hans zimmer
"Do I ""need"" a Sennheiser HD600/650/660S(S2) series headphone?",https://www.head-fi.org/threads/do-i-need-a-sennheiser-hd600-650-660s-s2-series-headphone.971587/,need sennheiser hdss series headphone
Shure SRH1540 Review,https://www.head-fi.org/threads/shure-srh1540-review.702042/,shure srh review
ETHER 2: Impressions and Discussion,https://www.head-fi.org/threads/ether-2-impressions-and-discussion.890282/,ether  impressions discussion
Where is your HP listening rig?,https://www.head-fi.org/threads/where-is-your-hp-listening-rig.976460/,hp listening rig
Fiio halting future shipments/sales to the US.,https://www.head-fi.org/threads/fiio-halting-future-shipments-sales-to-the-us.976484/,fiio halting future shipmentssales us
Help with ear cup sizing for closed back headphones - it seems I may have largish ears,https://www.head-fi.org/threads/help-with-ear-cup-sizing-for-closed-back-headphones-it-seems-i-may-have-largish-ears.976443/,help ear cup sizing closed back headphones seems may largish ears
TANCHJIM Discussion & Impressions Thread,https://www.head-fi.org/threads/tanchjim-discussion-impressions-thread.975452/,tanchjim discussion impressions thread
Beyerdynamic DT 1990 PRO // DT 1990 PRO MK II -- Impressions Thread,https://www.head-fi.org/threads/beyerdynamic-dt-1990-pro-dt-1990-pro-mk-ii-impressions-thread.814629/,beyerdynamic dt  pro dt  pro mk ii impressions thread
Sony MDR MA900 Impressions Thread,https://www.head-fi.org/threads/sony-mdr-ma900-impressions-thread.663121/,sony mdr ma impressions thread
HD800S for classic ore what is better,https://www.head-fi.org/threads/hd800s-for-classic-ore-what-is-better.976149/,hds classic ore better
"Koss ESP-9 electrostats, worth it?",https://www.head-fi.org/threads/koss-esp-9-electrostats-worth-it.600885/,koss esp electrostats worth
Focal Clear Mg Review & Measurements,https://www.head-fi.org/threads/focal-clear-mg-review-measurements.956702/,focal clear mg review measurements
Hifiman HE1000 Stealth a logical next step over HD800/Grado PS1000?,https://www.head-fi.org/threads/hifiman-he1000-stealth-a-logical-next-step-over-hd800-grado-ps1000.976424/,hifiman he stealth logical next step hdgrado ps
Audio-Technica ATH-R70xa,https://www.head-fi.org/threads/audio-technica-ath-r70xa.975616/,audiotechnica athrxa
Meze 109 Pro vs... ?,https://www.head-fi.org/threads/meze-109-pro-vs.976325/,meze  pro vs
info in vintage aiwa cans,https://www.head-fi.org/threads/info-in-vintage-aiwa-cans.542586/,info vintage aiwa cans
Arya Stealth sidegrade,https://www.head-fi.org/threads/arya-stealth-sidegrade.976450/,arya stealth sidegrade
Sony DR-S7,https://www.head-fi.org/threads/sony-dr-s7.191787/,sony drs
Basshead under $700,https://www.head-fi.org/threads/basshead-under-700.976242/,basshead 
Rank the Headphones that You Own.,https://www.head-fi.org/threads/rank-the-headphones-that-you-own.109756/,rank headphones
AKG K701 vs K712 Pro?,https://www.head-fi.org/threads/akg-k701-vs-k712-pro.853687/,akg k vs k pro
Dunu Arashi,https://www.head-fi.org/threads/dunu-arashi.976127/,dunu arashi
NEW! ADAM Audio H200 closed-back studio headphones,https://www.head-fi.org/threads/new-adam-audio-h200-closed-back-studio-headphones.974409/,new adam audio h closedback studio headphones
"Meze 105 AER, Aune AR5000, FT1 Pro Open or Sennheiser HD620",https://www.head-fi.org/threads/meze-105-aer-aune-ar5000-ft1-pro-open-or-sennheiser-hd620.976335/,meze  aer aune ar ft pro open sennheiser hd
Japan,https://www.head-fi.org/threads/japan.50916/,japan
What is the successor (or a similar sound signature) of the Campfire Audio Cascade?,https://www.head-fi.org/threads/what-is-the-successor-or-a-similar-sound-signature-of-the-campfire-audio-cascade.973469/,successor similar sound signature campfire audio cascade
Audeze LCD-2C Classic - Impressions Thread,https://www.head-fi.org/threads/audeze-lcd-2c-classic-impressions-thread.862174/,audeze lcdc classic impressions thread
Sony MDR-Z7M2 Headphone Thread,https://www.head-fi.org/threads/sony-mdr-z7m2-headphone-thread.886123/,sony mdrzm headphone thread
Arya Stealth vs HE1000 Stealth?,https://www.head-fi.org/threads/arya-stealth-vs-he1000-stealth.973172/,arya stealth vs he stealth
best bowl type earpads for grado 325x,https://www.head-fi.org/threads/best-bowl-type-earpads-for-grado-325x.976396/,best bowl type earpads grado x
Rosson Audio : Are they still in business??,https://www.head-fi.org/threads/rosson-audio-are-they-still-in-business.976340/,rosson audio still business
Audeze - MM-Series - MM-500,https://www.head-fi.org/threads/audeze-mm-series-mm-500.963588/,audeze mmseries mm
AKG's new K872?,https://www.head-fi.org/threads/akgs-new-k872.803263/,akgs new k
Kennerton Rognir Dynamic vs Denon D9200,https://www.head-fi.org/threads/kennerton-rognir-dynamic-vs-denon-d9200.964912/,kennerton rognir dynamic vs denon d
"STAX SIGMAS COMPARED, LOW BIAS, SIGMA PRO AND SIGMA/404",https://www.head-fi.org/threads/stax-sigmas-compared-low-bias-sigma-pro-and-sigma-404.464873/,stax sigmas compared low bias sigma pro sigma
